"report number","date","weather","latitude","longitude"
"MCP25350032","2025-07-06","Clear",38.98909708,-77.10077167
"MCP3240003Z","2025-07-05","Clear",39.15421502,-77.25424005
"MCP33010036","2025-07-05","Clear",39.02802783,-77.00914121
"MCP3361001L","2025-07-05","Clear",39.06152565,-77.09201577
"MCP3407001B","2025-07-05","Clear",39.19813167,-77.24517333
"DM85290001","2025-07-05","Clear",38.9762333,-77.01205938
"MCP3222002X","2025-07-05","Clear",39.03161833,-77.1317015
"MCP3258005G","2025-07-05","Clear",39.02766852,-77.02188336
"MCP3350004D","2025-07-05","Clear",39.03123796,-77.13162523
"MCP32210043","2025-07-05","Clear",39.10663108,-77.15824202
"MCP30530090","2025-07-05","Clear",39.05258541,-77.05016659
"MCP32300078","2025-07-05","Clear",39.1075737,-77.01046337
"MCP24660066","2025-07-05","Clear",39.11473555,-77.20709778
"MCP3402003S","2025-07-05","Clear",39.06587186,-76.98347896
"MCP2974005N","2025-07-05","Clear",39.07829244,-76.94631021
"MCP296500B9","2025-07-05","Clear",39.12098935,-76.98843299
"MCP2534005M","2025-07-05","Clear",39.15605414,-77.07136295
"MCP3284002M","2025-07-05","Clear",39.05955222,-76.96632491
"MCP33010035","2025-07-05","Clear",39.02606406,-77.02027685
"MCP2305003W","2025-07-05","Clear",39.25479684,-77.14371672
"MCP3284002L","2025-07-05","Clear",39.11122233,-76.93214217
"MCP28950036","2025-07-05","Clear",39.10539824,-77.19651795
"MCP13050067","2025-07-05","Clear",39.15625567,-77.165557
"MCP3240003Y","2025-07-05","Clear",39.20463253,-77.24601604
"DD5670000M","2025-07-05","Clear",39.05940288,-77.12172996
"MCP3051008N","2025-07-04","Clear",39.02278767,-77.10275583
"MCP3361001K","2025-07-04","Clear",39.03643886,-77.04911264
"EJ79020021","2025-07-04","Clear",39.1486625,-77.18757383
"MCP33900025","2025-07-04","Clear",39.18022267,-77.26864067
"MCP3050006Q","2025-07-04","Clear",39.07767731,-77.07088914
"MCP3044008G","2025-07-04","Clear",39.07042333,-77.003281
"MCP2287000B","2025-07-04","Clear",39.05941812,-77.05050575
"MCP31130074","2025-07-04","Clear",39.10117536,-76.92364163
"MCP32620060","2025-07-04","Clear",39.05649861,-76.94582925
"MCP3192005Z","2025-07-04","Clear",39.05533883,-77.0835925
"MCP2291008R","2025-07-04","Clear",39.01694707,-77.16053138
"MCP2674006B","2025-07-04","Clear",39.24553469,-77.1894227
"MCP34260026","2025-07-04","Clear",39.02605294,-77.10354817
"MCP33890014","2025-07-04","Clear",38.9791704,-77.0159358
"DD5652005L","2025-07-04","Clear",39.08455456,-77.16071678
"MCP23490015","2025-07-04","Clear",39.21572683,-77.35651567
"MCP33410052","2025-07-04","Clear",39.07567855,-77.00208184
"MCP33070031","2025-07-04","Clear",39.06564618,-76.97683837
"MCP9301005V","2025-07-04","Clear",39.12766789,-77.20964291
"MCP3387002S","2025-07-04","Clear",39.06436013,-76.96907374
"MCP29370061","2025-07-04","Clear",39.03090024,-76.98962231
"MCP2899006Z","2025-07-03","Clear",39.12746333,-77.33228833
"MCP3350004C","2025-07-03","Clear",39.00640749,-77.09761651
"MCP33370049","2025-07-03","Clear",39.05644083,-77.08212867
"MCP34730006","2025-07-03","Clear",38.99372725,-77.00906585
"MCP3434000J","2025-07-03","Clear",39.02248933,-77.146437
"MCP34500017","2025-07-03","Clear",39.07022933,-77.00329717
"MCP2286006P","2025-07-03","Clear",39.10813643,-77.15948092
"MCP25520081","2025-07-03","Clear",39.12270833,-77.17779833
"MCP30310079","2025-07-03","Clear",39.1124253,-77.05912805
"EJ7888007X","2025-07-03","Clear",39.15056293,-77.21059744
"MCP34170014","2025-07-03","Clear",38.98272999,-77.09329309
"EJ7913000Q","2025-07-03","Clear",39.13909733,-77.19426433
"MCP20770065","2025-07-03","Clear",38.97290517,-77.07655085
"MCP3352002X","2025-07-03","Clear",39.17446785,-77.20502253
"EJ7908002N","2025-07-03","Clear",39.11833248,-77.20223827
"MCP30670037","2025-07-03","Clear",39.1600605,-77.191665
"DD55670092","2025-07-03","Clear",39.07332381,-77.11198214
"MCP137801D9","2025-07-03","Clear",39.15912205,-77.27545807
"MCP3348004S","2025-07-03","Clear",39.08460124,-77.00217606
"DM8528000K","2025-07-03","Clear",38.98905195,-76.98865301
"MCP304800F0","2025-07-03","Clear",38.96358067,-77.089485
"HA25560006","2025-07-03","Clear",38.9734963,-77.10115123
"HA23860023","2025-07-03","Clear",39.12225664,-77.13652853
"MCP2987009N","2025-07-03","Clear",38.99503512,-77.02728003
"MCP23320005","2025-07-03","Clear",39.20557589,-77.14096137
"MCP3362005X","2025-07-03","Clear",39.00840401,-76.98078929
"MCP31580055","2025-07-02","Clear",39.16768105,-77.22335425
"DM8524000W","2025-07-02","Clear",38.98160258,-76.9889903
"MCP3328004X","2025-07-02","Clear",39.05903657,-77.04768466
"MCP3197004Q","2025-07-02","Clear",39.17692783,-77.1005095
"MCP2987009M","2025-07-02","Clear",39.07551367,-76.994044
"MCP3127004X","2025-07-02","Clear",38.99060083,-77.09692983
"MCP3335003K","2025-07-02","Clear",39.02123019,-76.97534358
"MCP27600071","2025-07-02","Clear",39.17220595,-77.2047671
"MCP3190006N","2025-07-02","Clear",39.09365818,-77.07570882
"MCP33250046","2025-07-02","Clear",39.07342483,-77.008539
"MCP2843002T","2025-07-02","Clear",39.14925043,-77.24116578
"MCP27170105","2025-07-02","Clear",39.17628333,-77.27315
"MCP287500B6","2025-07-02","Unknown",39.28048459,-77.20468762
"MCP3193006R","2025-07-02","Clear",39.03332267,-77.04893883
"MCP30300083","2025-07-02","Clear",38.98335773,-77.09363618
"MCP26740069","2025-07-02","Clear",39.21190333,-77.14354167
"MCP3260001V","2025-07-02","Clear",39.00567823,-77.02255675
"MCP33770033","2025-07-02","Clear",38.99290633,-77.00969867
"MCP2405000S","2025-07-02","Clear",38.99605408,-77.02810228
"MCP2987009L","2025-07-02","Clear",39.06316533,-76.99912917
"MCP3429000R","2025-07-02","Clear",39.0940687,-77.0197998
"MCP29050077","2025-07-02","Clear",39.01836998,-77.21058139
"MCP3430000F","2025-07-02","Clear",38.99191198,-77.02409793
"MCP2107006M","2025-07-02","Clear",39.28850234,-77.20444933
"MCP2187002T","2025-07-02","Clear",39.1508695,-77.21427483
"MCP3362005W","2025-07-02","Clear",39.04483083,-76.9923405
"MCP3463000L","2025-07-02","Clear",39.15004817,-77.148439
"DD55670091","2025-07-02","Clear",39.1201137,-77.17330244
"MCP3348004N","2025-07-02","Clear",39.0595315,-77.05920883
"MCP3445000M","2025-07-02","Cloudy",39.01289125,-77.09873607
"MCP308600BY","2025-07-02","Cloudy",39.14924,-77.14629
"MCP2763005D","2025-07-02","Unknown",39.19241953,-77.19798965
"MCP308600BX","2025-07-02","Cloudy",39.20260479,-77.24906207
"MCP3463000K","2025-07-02","Rain",39.11456546,-77.18558643
"MCP3378001M","2025-07-02","Rain",39.14933264,-77.01232066
"MCP3422001T","2025-07-02","Rain",38.98804433,-77.01233267
"MCP29370060","2025-07-01","Clear",39.0125905,-76.98160362
"DM8515001L","2025-07-01","Rain",38.98779392,-76.98627824
"MCP2182003M","2025-07-01","Rain",39.0111108,-76.97913385
"MCP3329004F","2025-07-01","Rain",39.07390567,-76.95567133
"MCP3442000X","2025-07-01","Rain",39.1722125,-77.152434
"MCP33250045","2025-07-01","Cloudy",39.0959915,-76.93793083
"MCP34730005","2025-07-01","Rain",38.99252596,-77.03617292
"MCP27170104","2025-07-01","Rain",39.17849463,-77.23874126
"MCP28180056","2025-07-01","Rain",39.19005387,-77.24149552
"MCP3442000W","2025-07-01","Rain",39.13709937,-77.15446837
"MCP34260025","2025-07-01","Rain",38.945361,-77.11781733
"HA2542000D","2025-07-01","Clear",39.15251227,-77.30880576
"MCP33300032","2025-07-01","Cloudy",39.04053308,-77.05141158
"MCP33250048","2025-07-01","Clear",39.01479329,-76.97789523
"MCP3299004V","2025-07-01","Clear",39.08224117,-77.08065733
"MCP2732001H","2025-07-01","Clear",39.21949043,-77.05746909
"MCP3430000H","2025-07-01","Clear",39.07374309,-77.11165719
"MCP3463000P","2025-07-01","Clear",39.15672525,-77.19764789
"MCP3111009G","2025-07-01","Clear",39.05132759,-77.10619272
"MCP24200066","2025-07-01","Clear",39.10821434,-76.98838782
"MCP3414001X","2025-07-01","Clear",38.98885233,-77.023994
"MCP137801D8","2025-07-01","Cloudy",39.11184224,-77.18704269
"MCP24200065","2025-07-01","Clear",39.1090069,-76.99673778
"MCP32630052","2025-07-01","Clear",39.022263,-77.1312535
"MCP34260024","2025-07-01","Clear",38.96407984,-77.08741813
"DD5567008Z","2025-07-01","Clear",39.06473275,-77.16100634
"MCP33740035","2025-07-01","Clear",39.01915916,-77.10171674
"MCP32630051","2025-07-01","Clear",39.0561194,-77.08247733
"MCP34520016","2025-07-01","Clear",39.03786686,-77.07150351
"MCP3253002H","2025-07-01","Clear",39.10519918,-77.20130332
"MCP31090098","2025-07-01","Clear",39.04679478,-77.0761694
"MCP3441000T","2025-07-01","Clear",38.99642101,-77.05925969
"MCP3438000R","2025-06-30","Clear",39.02247674,-77.1030323
"MCP3193006Q","2025-06-30","Clear",39.04576233,-77.0578435
"MCP27600070","2025-06-30","Clear",39.16001067,-77.18872017
"MCP3444000J","2025-06-30","Clear",38.99775567,-76.99389133
"MCP3442000V","2025-06-30","Clear",39.121991,-77.23500026
"DD5674001K","2025-06-30","Cloudy",39.0608502,-77.13035406
"MCP2760006Z","2025-06-30","Clear",39.15510613,-77.20828022
"MCP3455000T","2025-06-30","Clear",39.03661471,-77.03049065
"MCP34260023","2025-06-30","Clear",39.0441125,-77.12937367
"MCP3347002Z","2025-06-30","Clear",39.05002032,-77.11471396
"MCP3444000K","2025-06-30","Clear",38.99952843,-76.99044664
"MCP27520078","2025-06-30","Clear",39.01304668,-77.11733468
"MCP2682005M","2025-06-30","Cloudy",39.16122885,-77.16852541
"MCP3408001H","2025-06-30","Clear",38.99593107,-77.02821708
"MCP30400085","2025-06-30","Clear",39.15597631,-77.06700336
"MCP30310078","2025-06-30","Clear",39.22126336,-77.24286458
"MCP285900JD","2025-06-30","Clear",39.16121879,-77.22266336
"MCP296500B8","2025-06-30","Clear",39.17699517,-77.1006145
"MCP296200B7","2025-06-30","Clear",39.24696004,-77.34998119
"MCP3430000D","2025-06-30","Clear",38.99448621,-77.02679567
"MCP30310077","2025-06-30","Clear",39.20346683,-77.24442317
"MCP2592004X","2025-06-30","Clear",39.18651302,-77.18271393
"MCP3453000W","2025-06-30","Clear",38.9878903,-77.02673259
"MCP3138007X","2025-06-30","Clear",39.0600265,-77.051171
"MCP3381002N","2025-06-29","Clear",39.18009167,-77.26172
"MCP2305003V","2025-06-29","Clear",39.23559108,-77.25313556
"DM8502001X","2025-06-29","Clear",38.98993852,-76.99229924
"MCP289200HP","2025-06-29","Clear",39.0052126,-77.02274585
"MCP3434000H","2025-06-29","Clear",39.00028276,-77.04361845
"EJ7913000P","2025-06-29","Clear",39.14098133,-77.22265883
"MCP3400002F","2025-06-29","Clear",39.0568405,-76.9515895
"MCP3262005Z","2025-06-29","Clear",39.04806117,-76.98474367
"MCP1235006H","2025-06-29","Clear",39.01435267,-77.033543
"MCP2783006P","2025-06-29","Clear",39.11223286,-77.07011953
"MCP06170070","2025-06-29","Cloudy",39.10617159,-77.00155065
"MCP3350004B","2025-06-29","Clear",39.10517169,-77.1946669
"DM84720032","2025-06-29","Clear",38.9677725,-77.00144085
"MCP2756006W","2025-06-29","Clear",39.04205829,-77.05272542
"MCP2287000C","2025-06-29","Clear",39.03747158,-77.05981627
"MCP3319003P","2025-06-29","Clear",39.0096568,-77.04062584
"MCP9438001W","2025-06-29","Clear",39.24116065,-77.2665571
"MCP3053008Z","2025-06-29","Clear",39.09052835,-77.04782995
"MCP308600BV","2025-06-29","Clear",39.14969232,-77.16373417
"MCP296500B7","2025-06-29","Clear",39.10879233,-76.99796067
"MCP233900BP","2025-06-29","Clear",39.1264526,-77.15056946
"DM84980017","2025-06-29","Clear",38.99133256,-76.99035679
"EJ7885004L","2025-06-29","Clear",39.16294127,-77.22363375
"MCP3275002Z","2025-06-29","Clear",39.08070797,-76.95495099
"MCP3451000M","2025-06-29","Clear",39.11130017,-76.932205
"MCP13050066","2025-06-28","Clear",39.16750517,-77.15518667
"MCP2662003D","2025-06-28","Clear",39.24506517,-77.213813
"MCP3451000L","2025-06-28","Clear",39.04598471,-76.98599884
"DM8524000T","2025-06-28","Clear",38.98878758,-76.99118763
"MCP32300077","2025-06-28","Clear",39.06038983,-77.0591315
"MCP3090008Q","2025-06-28","Clear",39.17522552,-77.15123287
"MCP33390059","2025-06-28","Clear",39.1182989,-77.1693633
"MCP3019005Q","2025-06-28","Clear",39.01011601,-77.11474952
"MCP219800HL","2025-06-28","Clear",39.12993145,-77.17459876
"MCP2948007X","2025-06-28","Clear",39.05105917,-77.052726
"MCP32300076","2025-06-28","Clear",39.067528,-77.1022623
"MCP3090008N","2025-06-28","Clear",39.16776863,-77.21789662
"EJ7885004K","2025-06-28","Clear",39.11796475,-77.25387306
"MCP2939007Y","2025-06-28","Clear",39.28758967,-77.2833075
"MCP28640059","2025-06-28","Clear",38.98823891,-77.09870464
"MCP32300075","2025-06-28","Clear",39.077508,-76.990136
"MCP3111009F","2025-06-28","Cloudy",38.999981,-77.07699243
"MCP29400085","2025-06-28","Unknown",38.99541942,-77.03726015
"MCP34100016","2025-06-27","Clear",39.04256321,-77.02088659
"MCP23300050","2025-06-27","Rain",39.15458833,-77.20927667
"DD56440046","2025-06-27","Rain",39.0690078,-77.16899209
"MCP1235006F","2025-06-27","Cloudy",39.01596817,-77.0057705
"MCP3193006P","2025-06-27","Fog, Smog, Smoke",39.05634317,-77.07357233
"MCP3376002D","2025-06-27","Rain",39.05625733,-77.07366933
"MCP1235006G","2025-06-27","Cloudy",39.03347559,-76.98588663
"MCP2798006X","2025-06-27","Cloudy",39.17493455,-77.2613073
"MCP34500016","2025-06-27","Clear",39.03910494,-76.99078007
"MCP3192005Y","2025-06-27","Clear",39.07151533,-77.1085735
"EJ7905003B","2025-06-27","Cloudy",39.13363783,-77.20326317
"MCP3193006N","2025-06-27","Fog, Smog, Smoke",39.03667567,-77.0509915
"MCP3328004W","2025-06-27","Rain",39.04794419,-77.08171237
"MCP27170103","2025-06-27","Cloudy",39.04053667,-76.98862833
"DD56530052","2025-06-27","Cloudy",39.08198889,-77.15001091
"MCP34260022","2025-06-27","Cloudy",38.96182167,-77.086674
"MCP93180043","2025-06-27","Clear",38.99258765,-76.9929002
"MCP284600BH","2025-06-27","Clear",39.05937323,-77.05044331
"EJ79050039","2025-06-27","Cloudy",39.15916637,-77.21933489
"MCP3442000T","2025-06-27","Cloudy",39.16949435,-77.17629106
"DD5583009Y","2025-06-27","Clear",39.06982464,-77.16997413
"MCP3227006F","2025-06-27","Clear",39.00077057,-76.99532291
"MCP1235006D","2025-06-27","Cloudy",39.02179046,-76.97535091
"MCP2298017M","2025-06-27","Cloudy",39.07565233,-77.00184546
"MCP3411002L","2025-06-27","Clear",39.00550734,-77.14204789
"MCP34260021","2025-06-27","Clear",38.98645867,-77.0945395
"MCP3299004S","2025-06-27","Clear",39.1530573,-77.0667265
"MCP3446000J","2025-06-27","Clear",39.11542181,-77.0973728
"MCP31230087","2025-06-27","Cloudy",39.01988838,-77.01348242
"MCP296200B6","2025-06-27","Cloudy",39.17442217,-77.2484965
"MCP3312006L","2025-06-27","Clear",39.10693817,-76.93186882
"MCP33370047","2025-06-27","Clear",39.05943042,-77.05034699
"EJ7908002H","2025-06-27","Clear",39.14721559,-77.23077902
"DD5659000R","2025-06-27","Cloudy",39.08106921,-77.13740143
"MCP33740034","2025-06-27","Cloudy",38.96237683,-77.13467
"MCP2788003Y","2025-06-27","Rain",39.0391757,-77.05132361
"MCP32080070","2025-06-27","Rain",39.01395836,-77.0419451
"MCP94190061","2025-06-27","Clear",39.12326047,-77.16404211
"MCP9118005F","2025-06-26","Clear",39.04850662,-77.06905885
"MCP3348004Q","2025-06-26","Rain",39.11450995,-77.03696647
"EJ7914000P","2025-06-26","Clear",39.14727236,-77.21888919
"MCP2160003D","2025-06-26","Clear",39.18759517,-77.18683883
"MCP3080005Q","2025-06-26","Clear",39.15769931,-77.26341586
"MCP2798006W","2025-06-26","Clear",39.182888,-77.26392433
"MCP287100CM","2025-06-26","Clear",39.0231572,-77.123943
"MCP2861006W","2025-06-26","Clear",39.04412283,-77.13985633
"MCP30310076","2025-06-26","Clear",39.12109399,-76.98897758
"MCP2987009K","2025-06-26","Clear",39.05553983,-76.95707092
"MCP2763005C","2025-06-26","Clear",39.15543053,-77.16451758
"MCP287100CL","2025-06-26","Clear",39.03134877,-77.07496309
"MCP33740033","2025-06-26","Clear",39.02326067,-77.13040767
"HA2287000X","2025-06-26","Clear",39.17246311,-77.17850819
"MCP320000GB","2025-06-26","Clear",39.00454138,-77.11057708
"MCP2845009Q","2025-06-26","Clear",39.01714493,-76.97729743
"EJ7908002G","2025-06-26","Clear",39.12414767,-77.20124637
"MCP3052004S","2025-06-26","Clear",39.11845817,-77.182727
"MCP32900048","2025-06-26","Clear",39.01361235,-77.0399282
"MCP3312006K","2025-06-26","Clear",39.11951008,-76.92650637
"MCP31230086","2025-06-26","Clear",39.12695783,-77.02799683
"MCP2653001D","2025-06-26","Clear",39.04101669,-76.99427279
"MCP3299004R","2025-06-26","Clear",39.22329462,-77.06149848
"MCP3299004T","2025-06-26","Clear",39.22328189,-77.06144322
"MCP2730005B","2025-06-26","Clear",39.19217135,-77.26543537
"DD56630025","2025-06-26","Clear",39.0568583,-77.1503252
"EJ7908002F","2025-06-26","Clear",39.14060257,-77.21070347
"MCP3441000S","2025-06-26","Clear",38.98211142,-77.09321586
"DD57010003","2025-06-25","Clear",39.11550679,-77.16624081
"MCP3220005C","2025-06-25","Clear",39.10361597,-77.19078584
"MCP24660065","2025-06-25","Clear",39.10665424,-77.28322692
"MCP2583004N","2025-06-25","Clear",39.05126776,-77.16406733
"MCP3376002C","2025-06-25","Clear",39.03323854,-77.04179831
"MCP22390032","2025-06-25","Clear",39.07632109,-77.22190753
"MCP34320029","2025-06-25","Clear",39.11118072,-77.03711149
"MCP30930066","2025-06-25","Clear",38.97662064,-77.09041464
"MCP1534001B","2025-06-25","Clear",39.2865854,-77.20847351
"MCP27300059","2025-06-25","Clear",39.17968589,-77.26993512
"MCP3446000G","2025-06-25","Clear",39.1422912,-77.0888234
"MCP235800DW","2025-06-25","Clear",38.97308619,-77.12207423
"MCP34230024","2025-06-25","Clear",39.05691396,-76.95121755
"MCP22390031","2025-06-25","Clear",39.07633514,-77.22197928
"MCP3009008S","2025-06-25","Clear",39.18118428,-77.25147307
"MCP3408001F","2025-06-25","Clear",38.98812891,-77.01229926
"MCP34320028","2025-06-25","Clear",39.09288804,-77.08028503
"MCP2195007G","2025-06-25","Clear",39.20849334,-77.16927403
"MCP9386009Y","2025-06-25","Clear",39.04028666,-76.98942088
"DD5567008Y","2025-06-25","Clear",39.09662655,-77.13793229
"MCP9118005D","2025-06-25","Clear",39.04972623,-77.07958115
"EJ79070027","2025-06-24","Clear",39.142088,-77.191108
"MCP33500049","2025-06-24","Clear",39.05154944,-77.11656371
"MCP24660064","2025-06-24","Clear",39.10983026,-77.2378493
"MCP3411002J","2025-06-24","Clear",38.99671126,-77.09649471
"MCP3190006M","2025-06-24","Clear",39.1447433,-77.04742017
"MCP2682005L","2025-06-24","Clear",39.16803894,-77.20489069
"MCP24550085","2025-06-24","Clear",39.11990281,-77.15988418
"MCP2460001Z","2025-06-24","Clear",39.17666853,-77.11834305
"MCP30850066","2025-06-24","Clear",39.0279572,-77.07252424
"MCP34730004","2025-06-24","Clear",38.99757475,-77.03565441
"MCP2939007X","2025-06-24","Clear",39.22972167,-77.2368
"MCP3055004X","2025-06-24","Clear",39.13415167,-77.06983833
"MCP2855005P","2025-06-24","Clear",39.03285898,-77.00453972
"MCP24660063","2025-06-24","Clear",39.13424726,-77.29459578
"MCP2586007Y","2025-06-24","Clear",39.28416938,-77.20318527
"MCP34070018","2025-06-24","Clear",39.19297833,-77.23841333
"MCP285900JC","2025-06-24","Clear",39.14588899,-77.21510213
"MCP33560030","2025-06-24","Clear",39.19164393,-77.27193631
"MCP21770058","2025-06-24","Clear",39.18044572,-77.18743744
"HA23960012","2025-06-24","Clear",39.21752064,-77.31669978
"MCP320000G9","2025-06-24","Clear",38.99390983,-77.15808283
"EJ7895007Q","2025-06-24","Clear",39.1163415,-77.25154267
"DD5686000M","2025-06-24","Clear",39.05856209,-77.12639724
"MCP34260020","2025-06-24","Clear",38.98460067,-77.09414244
"MCP2968005W","2025-06-24","Clear",39.03165175,-77.17278053
"MCP235800DX","2025-06-24","Clear",38.96429993,-77.08860495
"MCP32800071","2025-06-24","Clear",39.05765908,-76.96792848
"DD5567008X","2025-06-24","Clear",39.07449851,-77.13588427
"MCP2545001S","2025-06-24","Clear",39.03795884,-77.05158898
"MCP33580037","2025-06-24","Clear",38.98544049,-77.07725239
"MCP3439000L","2025-06-24","Clear",39.15750635,-77.15870605
"MCP2845009P","2025-06-24","Clear",39.015744,-76.97786083
"MCP3445000L","2025-06-24","Clear",39.0515525,-77.11116367
"MCP33800037","2025-06-24","Clear",39.06592794,-77.03452323
"MCP3382002F","2025-06-24","Clear",39.09287138,-77.07981298
"MCP289200HM","2025-06-23","Clear",39.0293365,-77.04898856
"MCP2967006X","2025-06-23","Clear",38.99904783,-77.19914683
"DD5680001C","2025-06-23","Clear",39.0745994,-77.13530874
"EJ7914000M","2025-06-23","Clear",39.14601368,-77.2282656
"MCP3039007V","2025-06-23","Clear",38.99725871,-77.02724092
"MCP3068006F","2025-06-23","Clear",38.99975183,-77.07717883
"DD56800019","2025-06-23","Clear",39.07641545,-77.13830145
"DD5681000P","2025-06-23","Clear",39.10607413,-77.15953225
"MCP3051008M","2025-06-23","Clear",39.030687,-77.1266835
"MCP3335003J","2025-06-23","Clear",38.99955108,-76.9954204
"MCP32450076","2025-06-23","Clear",39.18849316,-77.15759436
"MCP219800HK","2025-06-23","Clear",39.13010933,-77.2396075
"MCP3163008V","2025-06-23","Clear",39.05337083,-77.1076595
"MCP3372003N","2025-06-23","Clear",39.06317269,-77.09467167
"EJ7903004F","2025-06-23","Clear",39.1137709,-77.2159833
"MCP295200FX","2025-06-23","Clear",38.99464637,-77.03635113
"MCP93110050","2025-06-23","Clear",39.02047867,-77.1322465
"MCP32210042","2025-06-23","Clear",39.11444702,-77.23569141
"MCP3163008W","2025-06-23","Clear",39.04792804,-77.10692359
"MCP29400084","2025-06-23","Clear",39.02179738,-77.14451883
"MCP289100FF","2025-06-23","Clear",39.00958981,-77.04057495
"MCP3362005V","2025-06-23","Clear",39.02019215,-77.014008
"MCP25160067","2025-06-23","Clear",39.1976305,-77.25157817
"MCP2845009M","2025-06-23","Clear",38.99434464,-77.0279865
"MCP272600D6","2025-06-23","Clear",39.1245067,-77.1656741
"HA23860021","2025-06-23","Clear",39.21419797,-77.12670376
"MCP272600D5","2025-06-23","Clear",39.12232652,-77.17767095
"MCP295200FW","2025-06-23","Clear",38.99387517,-77.00918842
"MCP3387002R","2025-06-23","Clear",39.04768979,-76.99287366
"MCP33070030","2025-06-23","Clear",39.0749509,-77.0948481
"MCP3439000J","2025-06-23","Clear",39.1329241,-77.15925304
"MCP3382002J","2025-06-23","Clear",39.09269118,-77.11209423
"MCP3079007C","2025-06-23","Clear",39.16140033,-77.26875498
"MCP3433000J","2025-06-23","Clear",39.20463747,-77.24604056
"MCP33010034","2025-06-22","Clear",39.08291397,-76.94825089
"MCP3322003N","2025-06-22","Clear",39.08123216,-77.08845623
"MCP3208006Z","2025-06-22","Clear",39.01438025,-76.97801166
"MCP9437002V","2025-06-22","Clear",39.30697733,-77.19768283
"MCP3429000T","2025-06-22","Unknown",39.07766644,-77.07068462
"MCP3051008L","2025-06-22","Clear",38.98991877,-77.16077254
"MCP2967006W","2025-06-22","Clear",38.96641452,-77.10602693
"MCP31700048","2025-06-22","Clear",39.17086743,-77.26274962
"MCP233900BM","2025-06-22","Clear",39.11892,-77.16181483
"MCP30300082","2025-06-22","Clear",38.99122007,-77.09906121
"MCP3258005D","2025-06-22","Clear",39.03424112,-77.05446272
"MCP23490014","2025-06-22","Clear",39.254244,-77.22793167
"DM8522004J","2025-06-22","Clear",38.98833983,-76.98816567
"MCP3192005X","2025-06-22","Clear",39.03761829,-77.05960457
"MCP3434000F","2025-06-22","Clear",38.96187098,-77.08800836
"MCP31700047","2025-06-22","Clear",39.22450255,-77.42640821
"MCP33500048","2025-06-22","Clear",38.99781317,-77.0724464
"MCP3090008M","2025-06-22","Clear",39.16919865,-77.15409032
"MCP3258005C","2025-06-22","Clear",39.02838169,-77.04722631
"MCP3126006P","2025-06-22","Clear",39.16851593,-77.23293176
"MCP34040022","2025-06-22","Clear",39.01210609,-76.97884029
"MCP33920029","2025-06-22","Clear",39.03635757,-77.06048655
"MCP203900CQ","2025-06-22","Clear",39.06047564,-77.09026474
"MCP3305004K","2025-06-22","Clear",39.02975706,-76.98368562
"MCP3451000K","2025-06-22","Clear",39.02888017,-77.007984
"MCP3275002Y","2025-06-22","Clear",39.10333626,-76.93336938
"MCP2534005L","2025-06-22","Clear",39.14105433,-77.03728367
"MCP2662003C","2025-06-22","Clear",39.20841831,-77.1692964
"MCP33000038","2025-06-21","Clear",39.07754198,-77.07069675
"MCP2921005L","2025-06-21","Clear",39.19993664,-77.25842609
"MCP2603006T","2025-06-21","Clear",39.18276637,-77.11336664
"HA2542000C","2025-06-21","Clear",39.03597212,-77.04822855
"MCP25350031","2025-06-21","Clear",39.02200717,-77.14456383
"MCP33910021","2025-06-21","Clear",39.0689611,-77.07546175
"EJ7893003Y","2025-06-21","Clear",39.1140385,-77.1962675
"MCP2650001F","2025-06-21","Clear",38.99951065,-77.20102257
"DD5670000L","2025-06-21","Clear",39.0856621,-77.17052471
"MCP2783006N","2025-06-21","Clear",39.06607905,-77.03457967
"MCP2967006V","2025-06-21","Clear",38.99451945,-77.15777715
"MCP31130073","2025-06-21","Clear",39.04637155,-76.98650475
"MCP3111009D","2025-06-21","Unknown",39.02993285,-77.10295156
"DD5670000K","2025-06-21","Clear",39.07413552,-77.13662158
"MCP289200HL","2025-06-21","Clear",39.00851848,-77.00401806
"MCP2921005K","2025-06-21","Clear",39.2054216,-77.24320288
"MCP2948007W","2025-06-21","Clear",39.05237376,-77.05043937
"DD57010001","2025-06-21","Clear",39.07698483,-77.1118795
"EJ7888007V","2025-06-21","Clear",39.11671037,-77.20772468
"MCP3258005B","2025-06-21","Clear",39.04317214,-77.05209882
"MCP30300081","2025-06-21","Clear",39.05965772,-77.12106352
"MCP3171002Q","2025-06-21","Clear",39.17958167,-77.267875
"MCP3398001K","2025-06-21","Clear",39.18640533,-77.18575604
"MCP27610074","2025-06-21","Clear",39.2264315,-77.27395333
"MCP2783006M","2025-06-21","Clear",39.07636917,-76.97777083
"MCP3319003N","2025-06-21","Clear",39.0061928,-77.03901115
"MCP33000037","2025-06-21","Clear",39.099217,-77.04753383
"MCP14250027","2025-06-20","Clear",39.20686346,-77.4349216
"EJ7893003X","2025-06-20","Clear",39.127589,-77.19853433
"MCP2987009J","2025-06-20","Clear",39.05401587,-76.97042991
"MCP2760006Y","2025-06-20","Clear",39.16198114,-77.18061955
"MCP312900CY","2025-06-20","Clear",39.05441433,-77.0503365
"MCP34570014","2025-06-20","Clear",39.01538301,-77.04741672
"MCP3317003T","2025-06-20","Clear",39.11103039,-76.93211739
"MCP34570013","2025-06-20","Clear",38.99892154,-77.03033105
"MCP312900CX","2025-06-20","Clear",39.05842167,-77.04959783
