"report number","date","weather","latitude","longitude"
"MCP3262006N","2025-12-31","Clear",39.06918724,-77.1618881
"MCP28990072","2025-12-31","Clear",39.073,-76.95965333
"DD5704000C","2025-12-31","Clear",39.06974343,-77.16980243
"EJ78710096","2025-12-31","Clear",39.11766875,-77.21673685
"MCP287100DC","2025-12-31","Clear",39.02423217,-77.102927
"MCP32580060","2025-12-31","Clear",39.04313912,-77.05074745
"MCP3372004J","2025-12-31","Clear",39.07646767,-77.08041483
"DD56800028","2025-12-31","Clear",39.07546663,-77.11726317
"MCP3258005Z","2025-12-31","Clear",39.033905,-77.04914883
"EJ78710094","2025-12-31","Clear",39.13479963,-77.20571014
"MCP2671004P","2025-12-31","Clear",38.98987715,-77.01927839
"MCP2844008W","2025-12-31","Clear",39.03556967,-77.049603
"EJ7887006L","2025-12-31","Clear",39.11478549,-77.19756652
"MCP28550065","2025-12-31","Clear",38.996762,-76.99331567
"MCP1260001Q","2025-12-31","Clear",39.27246691,-77.27708394
"MCP3192006Z","2025-12-31","Clear",39.05221644,-77.07477354
"MCP1310000R","2025-12-31","Clear",39.0179965,-77.2051045
"MCP3386003S","2025-12-31","Clear",38.98220083,-77.095509
"MCP3372004H","2025-12-31","Clear",39.08760633,-77.07961983
"MCP3084007K","2025-12-31","Clear",39.04912287,-77.11398614
"MCP2930005Y","2025-12-31","Cloudy",39.1493388,-77.01248188
"MCP3322004T","2025-12-31","Cloudy",39.091634,-77.08686733
"MCP3424001R","2025-12-31","Clear",39.16506117,-77.16864933
"MCP003600JM","2025-12-31","Cloudy",39.10064818,-77.21346527
"MCP3355001Z","2025-12-31","Clear",38.99436847,-77.02667784
"MCP304800FQ","2025-12-31","Clear",39.04338782,-77.11196466
"MCP203900DH","2025-12-31","Clear",39.09022983,-77.00015483
"MCP27450039","2025-12-31","Clear",39.02579907,-77.06963092
"MCP3275003P","2025-12-31","Clear",39.01459888,-77.04216836
"EJ79140013","2025-12-30","Clear",39.14395848,-77.20160009
"DD5673002G","2025-12-30","Clear",39.06668517,-77.15368403
"MCP3352003B","2025-12-30","Clear",39.08390885,-77.0771606
"MCP2466006P","2025-12-30","Clear",39.10993989,-77.3026423
"MCP287100DB","2025-12-30","Clear",38.9796815,-77.07714483
"MCP2798007B","2025-12-30","Clear",39.18161019,-77.27067285
"DD56570037","2025-12-30","Clear",39.07390924,-77.13297526
"DD5663002P","2025-12-30","Clear",39.06035333,-77.12256449
"DM8522004X","2025-12-30","Clear",38.9822255,-77.00153667
"MCP3271006S","2025-12-30","Clear",39.04901916,-77.11408385
"EJ7904003R","2025-12-30","Clear",39.11517379,-77.2149139
"MCP3424001P","2025-12-30","Clear",39.1554791,-77.16579512
"MCP3374004B","2025-12-30","Clear",38.97499488,-77.16131028
"MCP120500DK","2025-12-30","Cloudy",38.99531933,-77.03625
"DD57050008","2025-12-30","Cloudy",39.06692907,-77.15384876
"MCP34390012","2025-12-30","Cloudy",39.052102,-77.065791
"MCP3402004X","2025-12-30","Clear",39.01531431,-76.97777212
"HA2434000T","2025-12-30","Clear",38.96877293,-77.1010226
"DD5690000R","2025-12-29","Clear",39.07633797,-77.13846406
"MCP3417001K","2025-12-29","Severe Crosswinds",38.98548268,-77.08672307
"MCP3208007N","2025-12-29","Clear",39.04122419,-76.98591123
"MCP3053009L","2025-12-29","Clear",39.06735484,-77.06048197
"EJ78950086","2025-12-29","Clear",39.14163249,-77.2171149
"MCP3329005B","2025-12-29","Clear",39.04428033,-76.9929505
"MCP20690013","2025-12-29","Clear",39.28463077,-77.20792498
"MCP2376001L","2025-12-29","Clear",39.0093291,-77.0808129
"MCP219800JF","2025-12-29","Clear",39.12521698,-77.17494619
"EJ7899002N","2025-12-29","Clear",39.14360233,-77.21611317
"MCP2756007K","2025-12-29","Severe Crosswinds",39.04076403,-77.05136014
"MCP20690012","2025-12-29","Clear",39.288207,-77.20638786
"MCP31910052","2025-12-29","Severe Crosswinds",39.11786353,-77.26131646
"MCP2346000B","2025-12-29","Clear",39.09177325,-77.04561305
"MCP2641005L","2025-12-29","Clear",39.18213992,-77.26017079
"MCP3229002X","2025-12-29","Clear",39.03349665,-77.12546461
"EJ7904003Q","2025-12-29","Severe Crosswinds",39.13992994,-77.22185444
"MCP2761007Q","2025-12-29","Clear",39.1635005,-77.2844535
"MCP27860051","2025-12-29","Clear",39.18106129,-77.26221505
"MCP3280007M","2025-12-29","Rain",39.05756122,-76.96811964
"MCP3303002L","2025-12-29","Rain",39.17926167,-77.26518833
"MCP3423002Z","2025-12-29","Cloudy",39.05451752,-76.96966997
"MCP3303002K","2025-12-29","Rain",39.20187167,-77.25369167
"MCP2641005K","2025-12-29","Cloudy",39.27293617,-77.27700017
"MCP2077006Q","2025-12-29","Cloudy",39.02304958,-77.13556093
"MCP2270005J","2025-12-29","Cloudy",39.05272644,-77.1260152
"MCP2420006J","2025-12-29","Cloudy",39.03565383,-77.02584087
"EJ78910038","2025-12-29","Clear",39.14322967,-77.23450217
"MCP9118005L","2025-12-29","Clear",39.0577906,-77.04984342
"MCP23300055","2025-12-28","Rain",39.13315364,-77.25834231
"MCP2905007J","2025-12-28","Cloudy",39.0040045,-77.1987635
"MCP26080063","2025-12-28","Clear",39.0312095,-77.00499033
"MCP32180065","2025-12-28","Clear",39.02384017,-77.023802
"MCP33350043","2025-12-28","Clear",39.01532167,-76.97778327
"MCP2641005J","2025-12-28","Clear",39.15414616,-77.25427699
"MCP3163009P","2025-12-28","Clear",38.99245243,-77.03612987
"MCP2921005Y","2025-12-28","Clear",39.18161176,-77.23178159
"MCP3441001X","2025-12-28","Clear",39.02468099,-77.08452255
"MCP301000CQ","2025-12-28","Clear",39.03291311,-77.07482437
"DD5659001C","2025-12-28","Unknown",39.07919548,-77.13436972
"MCP301000CP","2025-12-28","Clear",38.99471644,-77.07750639
"MCP9322002C","2025-12-28","Clear",39.09847125,-76.96482464
"HA25560008","2025-12-27","Clear",39.05847491,-77.0378137
"MCP3214003N","2025-12-27","Clear",39.18020133,-77.238301
"MCP33480059","2025-12-27","Clear",39.0846165,-77.000054
"MCP2780008Y","2025-12-27","Clear",39.25443917,-77.22772017
"MCP3320004D","2025-12-27","Clear",39.0249175,-77.04605333
"MCP229801B3","2025-12-27","Clear",39.09375793,-76.99327053
"MCP3212004B","2025-12-27","Clear",38.99736577,-77.02721691
"MCP32600022","2025-12-27","Cloudy",38.98736259,-77.02666336
"MCP2771005Q","2025-12-27","Cloudy",39.05993057,-77.04796951
"MCP304800FP","2025-12-27","Clear",38.98739356,-77.09495516
"MCP32010092","2025-12-27","Cloudy",39.16881316,-77.23417248
"MCP3214003M","2025-12-27","Clear",39.2173075,-77.23868417
"MCP31970057","2025-12-26","Clear",39.10107267,-76.978957
"EJ7902002D","2025-12-26","Clear",39.16380733,-77.22671733
"MCP33780022","2025-12-26","Clear",39.03977633,-77.050599
"MCP229801B2","2025-12-26","Clear",39.09402023,-77.11181928
"DM8386002G","2025-12-26","Clear",38.97249145,-77.01092329
"DD56800027","2025-12-26","Clear",39.08315385,-77.15290436
"MCP34070023","2025-12-26","Clear",39.17617,-77.245655
"EJ7906003D","2025-12-26","Rain",39.12334,-77.23662667
"MCP33780020","2025-12-26","Clear",39.06059834,-77.05148509
"MCP3162006G","2025-12-26","Cloudy",38.9943409,-77.03109877
"MCP3408002J","2025-12-26","Cloudy",38.99249949,-77.03252371
"MCP284500B7","2025-12-26","Cloudy",39.08434594,-76.95122065
"DD56530061","2025-12-26","Cloudy",39.07651235,-77.14013275
"MCP2385003V","2025-12-26","Clear",39.28306583,-77.21104567
"MCP3391002B","2025-12-26","Clear",39.06265697,-77.07733435
"EJ7884007R","2025-12-25","Clear",39.11784298,-77.21620164
"MCP3372004G","2025-12-25","Clear",39.07079197,-77.10259142
"MCP3230007V","2025-12-25","Clear",39.14703549,-77.01754724
"MCP3268006G","2025-12-25","Clear",39.05431899,-76.95582535
"MCP3424001N","2025-12-25","Clear",39.16771811,-77.1743133
"MCP34330018","2025-12-25","Clear",39.10428277,-76.93331458
"MCP137801FB","2025-12-25","Clear",39.15936533,-77.21932033
"MCP3107003P","2025-12-25","Clear",39.20190667,-77.184407
"DD5669001K","2025-12-25","Clear",39.08672747,-77.13895829
"MCP3451000Z","2025-12-25","Clear",38.99126721,-77.02657071
"MCP3451000Y","2025-12-25","Clear",38.98792461,-77.02357148
"DD5701000F","2025-12-24","Clear",39.08955466,-77.17489272
"MCP28990071","2025-12-24","Clear",39.04468333,-76.95242667
"DD5631006G","2025-12-24","Clear",39.07423726,-77.13534802
"MCP229801B1","2025-12-24","Clear",39.28806324,-77.20661713
"MCP30380089","2025-12-24","Clear",38.99162548,-77.02638741
"MCP34110039","2025-12-24","Clear",38.99029733,-77.15248867
"EJ7902002C","2025-12-24","Clear",39.12964494,-77.1959643
"EJ78950085","2025-12-24","Clear",39.15546975,-77.21550807
"MCP3255007N","2025-12-24","Clear",39.19393657,-77.18492188
"MCP3322004Q","2025-12-24","Clear",39.07983209,-77.07218738
"MCP2930005X","2025-12-24","Clear",39.0800929,-77.07228026
"MCP235800F7","2025-12-24","Clear",39.0498621,-77.11560987
"MCP296200BT","2025-12-24","Clear",39.170714,-77.26163517
"MCP137801F9","2025-12-24","Clear",39.05747533,-77.123848
"MCP23470066","2025-12-24","Clear",39.02614994,-77.01080497
"DD556700C0","2025-12-24","Clear",39.0618906,-77.12395211
"MCP3040008Y","2025-12-24","Clear",39.07759487,-77.07081072
"MCP3395004N","2025-12-24","Clear",39.049866,-77.114445
"MCP2961004W","2025-12-24","Clear",39.20856538,-77.03772367
"MCP2298019Z","2025-12-24","Clear",39.11405066,-77.18622233
"EJ7894006G","2025-12-24","Clear",39.11582246,-77.20373218
"MCP1260001P","2025-12-24","Clear",39.20478445,-77.24593535
"MCP3221004H","2025-12-24","Rain",39.156205,-77.16560167
"MCP2835003X","2025-12-24","Clear",38.97803133,-77.09271
"MCP2534005S","2025-12-23","Clear",39.15187779,-77.06174912
"DD5704000B","2025-12-23","Clear",39.07129728,-77.13956402
"MCP3300003M","2025-12-23","Clear",39.09056038,-77.0451492
"MCP34380015","2025-12-23","Clear",39.05065567,-77.1260585
"MCP3053009K","2025-12-23","Clear",39.05713151,-77.07343987
"MCP292300FL","2025-12-23","Clear",39.0849643,-76.99971552
"EJ7902002B","2025-12-23","Clear",39.147829,-77.21378567
"MCP2756007J","2025-12-23","Clear",39.03605153,-77.055824
"MCP3379002R","2025-12-23","Clear",39.16923149,-77.2829099
"MCP34070022","2025-12-23","Clear",39.17616257,-77.24377183
"MCP3379002Q","2025-12-23","Clear",39.15715446,-77.27581004
"MCP3230007T","2025-12-23","Clear",39.07779862,-77.08039024
"MCP3262006M","2025-12-23","Clear",39.05565367,-76.955862
"MCP30940070","2025-12-23","Clear",39.14805387,-77.14758851
"MCP27170111","2025-12-23","Clear",39.16016011,-77.19834047
"MCP32330066","2025-12-23","Clear",38.98825383,-76.99972067
"DM84930058","2025-12-23","Clear",38.98113685,-77.01094944
"MCP27170110","2025-12-23","Cloudy",39.1240487,-77.24011578
"MCP1235006V","2025-12-23","Cloudy",39.02001351,-77.01218797
"DD56530060","2025-12-23","Clear",39.07559415,-77.14016342
"MCP287100D9","2025-12-23","Cloudy",39.05343223,-77.10734293
"MCP21600042","2025-12-23","Cloudy",39.17054703,-77.20891368
"MCP2752007M","2025-12-23","Cloudy",38.97710244,-77.09057491
"MCP3355001Y","2025-12-23","Cloudy",38.99864908,-77.00369377
"MCP33740049","2025-12-23","Clear",38.98168299,-77.09727048
"MCP220300BG","2025-12-23","Clear",39.05057942,-77.05152943
"EJ79030066","2025-12-23","Cloudy",39.12612258,-77.18272374
"EJ79030065","2025-12-23","Cloudy",39.14347992,-77.22380462
"MCP34390010","2025-12-23","Cloudy",39.07804694,-76.98513794
"MCP33740048","2025-12-23","Rain",39.00835876,-77.20072977
"MCP2351006P","2025-12-23","Rain",39.05383373,-77.09812383
"MCP33190048","2025-12-23","Rain",38.99904287,-77.02614285
"MCP2825002J","2025-12-23","Rain",39.16992543,-77.29660984
"MCP2534005R","2025-12-23","Clear",39.21935326,-77.0578765
"MCP34440017","2025-12-23","Clear",39.0384679,-76.99496975
"MCP3190007B","2025-12-22","Clear",39.0920194,-77.07038087
"MCP3148008X","2025-12-22","Clear",39.04947989,-77.1141899
"MCP3451000X","2025-12-22","Clear",38.99300511,-77.02537003
"MCP3192006Y","2025-12-22","Clear",39.06610871,-77.03443908
"MCP2722005P","2025-12-22","Clear",39.151856,-77.0643075
"EJ786600H2","2025-12-22","Clear",39.1316597,-77.22564224
"MCP3031007T","2025-12-22","Clear",39.11729983,-76.99004567
"MCP3148008W","2025-12-22","Clear",39.0064308,-77.09765008
"MCP3275003N","2025-12-22","Clear",38.99529885,-77.02434879
"MCP308600CJ","2025-12-22","Clear",39.16723817,-77.17303964
"MCP209400Q8","2025-12-22","Clear",38.96698633,-77.13180233
"DD556700BZ","2025-12-22","Clear",39.08696534,-77.13505109
"MCP21070079","2025-12-22","Clear",39.20391761,-77.13999458
"MCP2939008Q","2025-12-22","Clear",39.05044883,-77.18794517
"MCP28140059","2025-12-22","Clear",39.10701543,-77.19517025
"MCP34560016","2025-12-22","Clear",39.09593116,-76.9460327
"MCP2989003N","2025-12-22","Clear",39.11429302,-77.15695377
"MCP3229002W","2025-12-22","Clear",38.98829381,-77.12754067
"MCP308600CG","2025-12-22","Clear",39.14153367,-77.13808933
"MCP2678006C","2025-12-22","Clear",39.04022214,-77.04249937
"MCP3307003H","2025-12-22","Clear",39.14180458,-77.07532656
"DD5676001M","2025-12-22","Clear",39.07558225,-77.16328635
"MCP2582005Y","2025-12-21","Clear",39.05769133,-77.0501765
"DD5690000Q","2025-12-21","Clear",39.09289798,-77.18290022
"MCP3317004C","2025-12-21","Clear",39.11643262,-76.96555996
"MCP33290057","2025-12-21","Clear",39.07026067,-77.0032555
"DD56570036","2025-12-21","Clear",39.07458291,-77.11418115
"MCP3193007D","2025-12-21","Clear",39.03922902,-77.05134771
"MCP3378001Z","2025-12-21","Clear",39.06734322,-77.08249666
"MCP31970056","2025-12-21","Clear",39.10187173,-77.07522384
"MCP3040008X","2025-12-21","Clear",39.09300132,-77.00959198
"EJ7887006K","2025-12-21","Cloudy",39.1578096,-77.22307484
"MCP31710033","2025-12-21","Clear",39.19641333,-77.27566167
"DD5663002N","2025-12-21","Clear",39.08163118,-77.1485766
"MCP33130033","2025-12-21","Clear",39.09238156,-77.08434848
"MCP3096004T","2025-12-21","Clear",39.06186864,-77.11635999
"MCP3251001S","2025-12-20","Clear",39.17509818,-77.25376618
"MCP2704002L","2025-12-20","Clear",39.06223239,-77.12445984
"MCP3096004S","2025-12-20","Clear",39.10632874,-77.12275475
"MCP3339005W","2025-12-20","Clear",39.100991,-77.0742875
"MCP3170004Q","2025-12-20","Clear",39.16443384,-77.27335392
"MCP3473001C","2025-12-20","Clear",38.99455267,-77.02660533
"MCP25280037","2025-12-20","Clear",39.01452241,-76.97800484
"MCP32180064","2025-12-20","Clear",39.03812859,-77.05516486
"MCP3376002W","2025-12-20","Clear",39.03194304,-77.04826014
"MCP33620073","2025-12-20","Clear",39.01985718,-76.97654396
"MCP3030008P","2025-12-20","Clear",38.97721636,-77.09077367
"MCP219800JD","2025-12-20","Clear",39.14382981,-77.17343773
"MCP31140037","2025-12-20","Clear",39.02104991,-77.01299954
"MCP2420006H","2025-12-20","Clear",39.13707846,-77.06914826
"MCP3156003M","2025-12-20","Clear",38.994396,-76.99294467
"MCP21070078","2025-12-20","Clear",39.264311,-77.20462067
"MCP3303002J","2025-12-20","Clear",39.18147833,-77.27637667
"MCP3280007L","2025-12-20","Clear",39.01533466,-76.97794243
"MCP22910096","2025-12-20","Clear",39.02485725,-77.12406743
"MCP3303002H","2025-12-20","Clear",39.16994948,-77.25985284
"HA2290000C","2025-12-20","Clear",39.19877162,-77.15605899
"MCP2385003T","2025-12-20","Clear",39.24978875,-77.19573156
"MCP1400001T","2025-12-20","Clear",39.10718584,-76.96309803
"MCP3494000D","2025-12-20","Clear",39.07616687,-77.00193505
"MCP1305006M","2025-12-20","Clear",39.148258,-77.16666217
"MCP33580043","2025-12-19","Unknown",38.99650483,-77.14416262
"EJ79140012","2025-12-19","Clear",39.12823095,-77.23714081
"DM8515001N","2025-12-19","Clear",38.98327345,-77.01542304
"MCP3193007B","2025-12-19","Clear",39.03605917,-77.03669733
"MCP34070021","2025-12-19","Clear",39.16986667,-77.23505333
"EJ79050043","2025-12-19","Clear",39.11203831,-77.18719881
"MCP3379002P","2025-12-19","Clear",39.18405371,-77.2735539
"MCP34260035","2025-12-19","Clear",38.9893005,-77.1496265
"MCP219800JB","2025-12-19","Clear",39.0610975,-77.09138833
"MCP3337004N","2025-12-19","Clear",39.05580878,-77.08429787
"MCP3428000Y","2025-12-19","Clear",39.01188549,-77.11641947
"MCP3317004B","2025-12-19","Clear",39.07355445,-76.9556787
"MCP33480058","2025-12-19","Clear",39.06031367,-77.08988917
"MCP31900079","2025-12-19","Clear",39.07107905,-77.10169567
"EJ79050041","2025-12-19","Clear",39.13977767,-77.1963618
"MCP3396002V","2025-12-19","Clear",39.04911317,-77.05197917
"MCP3356003M","2025-12-19","Clear",39.16788161,-77.25988612
"MCP34090019","2025-12-19","Clear",39.10084232,-77.19174073
"MCP3453001X","2025-12-19","Clear",39.06206562,-76.96090419
"MCP2195007Y","2025-12-19","Clear",39.3144761,-77.19817663
"EJ7908003N","2025-12-19","Clear",39.14353653,-77.20060747
"MCP33620072","2025-12-19","Clear",39.03630416,-77.00025247
"MCP3452001Z","2025-12-19","Rain",39.050375,-77.07260183
"MCP33740047","2025-12-19","Rain",39.04590931,-77.11266997
"MCP2637006H","2025-12-19","Rain",39.1177669,-77.26150683
"MCP2939008P","2025-12-19","Rain",39.190127,-77.24164883
"MCP2195007X","2025-12-19","Rain",39.21577745,-77.25273847
"MCP34290021","2025-12-19","Rain",39.09119033,-77.06235437
"MCP913000LR","2025-12-19","Rain",38.99614789,-77.03203755
"MCP2195007W","2025-12-19","Rain",39.20345038,-77.24417689
"DD56570034","2025-12-19","Rain",39.07584788,-77.11135545
"MCP3280007K","2025-12-19","Rain",38.99117769,-77.02649317
"MCP33740046","2025-12-19","Rain",39.03544636,-77.14743872
"MCP3269004K","2025-12-19","Rain",39.05807839,-76.96847831
"EJ78930046","2025-12-18","Rain",39.11539172,-77.19312002
"DD56800025","2025-12-18","Rain",39.0720901,-77.1156074
"MCP3000005M","2025-12-18","Rain",39.18123571,-77.23846382
"MCP34440016","2025-12-18","Unknown",39.04588033,-76.99025833
"DD5671001M","2025-12-18","Rain",39.092441,-77.1679056
"MCP3077002F","2025-12-18","Rain",39.16932412,-77.28927147
"EJ7906003C","2025-12-18","Clear",39.15166158,-77.21077528
"MCP2760007Z","2025-12-18","Clear",39.15496517,-77.19865484
"MCP3053009J","2025-12-18","Clear",39.05176707,-77.07489073
"MCP3085006R","2025-12-18","Clear",39.05148583,-77.11545301
"MCP2752007L","2025-12-18","Clear",38.97724308,-77.09083025
"MCP3077002D","2025-12-18","Clear",39.21557732,-77.35644227
"MCP2656007G","2025-12-18","Clear",39.03997743,-77.0552832
"MCP3040008W","2025-12-18","Clear",39.14950999,-77.02642553
"MCP21600041","2025-12-18","Clear",39.1855419,-77.18944253
"MCP23560054","2025-12-18","Clear",39.09046949,-77.12944067
"MCP3053009H","2025-12-18","Clear",39.05831783,-77.05527717
"MCP2861006Z","2025-12-18","Cloudy",38.95697907,-77.12990513
"MCP3077002C","2025-12-18","Clear",39.1803048,-77.26842458
"MCP3109009F","2025-12-18","Clear",39.10494723,-77.00236033
"MCP2392000M","2025-12-18","Clear",39.0873039,-76.947435
"MCP34260034","2025-12-18","Clear",39.02818967,-77.07647484
"MCP20160099","2025-12-18","Clear",39.12103717,-77.1584565
"MCP3402004W","2025-12-18","Clear",39.04645716,-76.98686611
"MCP3268006F","2025-12-18","Clear",39.07293817,-76.9557295
"MCP3453001V","2025-12-18","Unknown",39.092041,-77.047218
"MCP220300BD","2025-12-18","Clear",39.04153639,-77.0280847
"MCP34260033","2025-12-18","Clear",39.00112817,-77.05487667
"MCP2298019X","2025-12-18","Clear",39.26057083,-77.27952633
"MCP209400Q7","2025-12-18","Clear",39.01196847,-77.16010024
"MCP235800F6","2025-12-18","Clear",39.05704899,-77.16119421
"MCP291700FG","2025-12-18","Clear",39.16293528,-77.07257853
"MCP9442004T","2025-12-18","Clear",39.185666,-77.20457533
"MCP3442001D","2025-12-18","Clear",39.055357,-77.1477555
"MCP312900DV","2025-12-18","Clear",39.07526725,-77.09375603
"MCP2195007V","2025-12-18","Clear",39.28416463,-77.20913651
"MCP2678006B","2025-12-18","Clear",39.05451394,-77.06678693
"DD56800024","2025-12-18","Clear",39.11326932,-77.16492849
"MCP3258005Y","2025-12-17","Clear",39.04305059,-77.05108139
"MCP3271006Q","2025-12-17","Clear",39.0445249,-77.11156861
"MCP3258005X","2025-12-17","Clear",39.03852867,-77.05080217
"MCP312900DT","2025-12-17","Clear",39.08761306,-77.0797077
"MCP2806001K","2025-12-17","Clear",39.05842216,-76.99766881
"MCP23560053","2025-12-17","Clear",39.11621145,-77.16572426
"HA2516000Q","2025-12-17","Clear",38.97395583,-77.10180852
"MCP289200JW","2025-12-17","Clear",39.00874117,-77.04164302
"EJ7899002J","2025-12-17","Clear",39.11744156,-77.2232478
"HA2290000B","2025-12-17","Clear",39.11328115,-77.05711605
"MCP9406003P","2025-12-17","Clear",39.05811588,-77.0484751
"DD56590016","2025-12-17","Cloudy",39.05868558,-77.12387558
"MCP120500DJ","2025-12-17","Cloudy",39.0334646,-77.07357645
"MCP3268006D","2025-12-17","Clear",39.0616095,-76.99832317
"MCP2195007T","2025-12-17","Clear",39.23190654,-77.24909002
"MCP3404002H","2025-12-17","Clear",39.01708684,-76.99648393
"MCP296500BW","2025-12-17","Clear",39.1472325,-77.03676233
"DD5651006Q","2025-12-17","Clear",39.09528217,-77.13334917
"MCP284600C1","2025-12-17","Clear",39.09117867,-77.0832755
"MCP2641005H","2025-12-17","Clear",39.17841855,-77.2386024
"MCP3307003G","2025-12-17","Clear",39.06374233,-77.094276
"MCP3169006H","2025-12-17","Clear",39.15442783,-77.256322
"MCP0617007N","2025-12-17","Unknown",39.23619992,-77.05580198
"MCP3208007L","2025-12-17","Clear",39.02211401,-77.04885419
"MCP33810037","2025-12-17","Clear",39.21621791,-77.23877548
"DD5673002C","2025-12-16","Clear",39.07868176,-77.13883305
"MCP2783006W","2025-12-16","Clear",39.06894538,-77.0741134
"MCP2772002L","2025-12-16","Clear",39.04485429,-77.12053844
"MCP3441001W","2025-12-16","Clear",39.02648027,-77.14402173
"MCP3030008N","2025-12-16","Clear",38.978444,-77.09019567
"MCP3030008M","2025-12-16","Clear",38.98543767,-77.0772185
"MCP2761007P","2025-12-16","Clear",39.17348524,-77.24545303
"MCP3126007H","2025-12-16","Clear",39.26816049,-77.30619817
"MCP3232007F","2025-12-16","Clear",39.136996,-77.0685815
"MCP20590092","2025-12-16","Clear",39.02197065,-77.13499129
"MCP3036002Z","2025-12-16","Clear",39.16913972,-77.15429443
"MCP203900DG","2025-12-16","Clear",39.02517258,-77.0459645
"MCP3258005W","2025-12-16","Clear",39.033426,-77.02360517
"MCP3245007P","2025-12-16","Clear",39.15650046,-77.26659313
"MCP1235006T","2025-12-16","Clear",39.0198916,-77.0111969
"MCP3262006L","2025-12-16","Clear",39.05258283,-76.950751
"MCP3022006H","2025-12-16","Clear",39.23024098,-77.28823522
"MCP2507002R","2025-12-16","Clear",39.07266367,-77.26027717
"MCP34300019","2025-12-16","Clear",39.01988898,-77.01114989
"DD556700BY","2025-12-16","Clear",39.07099215,-77.13219324
"MCP3192006X","2025-12-16","Clear",39.05763817,-77.078326
"MCP3322004P","2025-12-16","Clear",39.10956244,-77.07608735
"DD5674002G","2025-12-16","Clear",39.09195511,-77.15333663
"MCP1550006J","2025-12-16","Clear",39.04504354,-77.11586825
"MCP3404002G","2025-12-16","Clear",39.02055079,-77.01360364
"MCP28160051","2025-12-16","Clear",39.10552632,-77.14482315
"MCP3094006Y","2025-12-16","Unknown",39.14514583,-77.15420284
"MCP289100FW","2025-12-16","Clear",39.01421187,-77.04189949
"MCP9379005S","2025-12-16","Clear",39.0579123,-77.12165932
"DD56050085","2025-12-16","Clear",39.06996321,-77.14612832
"MCP28160050","2025-12-16","Clear",39.12184333,-77.115695
"DM8503002C","2025-12-16","Clear",38.98196935,-77.01312557
"EJ787300BZ","2025-12-16","Clear",39.14843188,-77.20693556
"MCP24370062","2025-12-16","Clear",39.0357821,-77.17566892
"MCP156300C8","2025-12-16","Clear",39.00967,-77.11464217
"MCP3402004V","2025-12-16","Clear",39.11476447,-76.9322813
"MCP157500DT","2025-12-16","Clear",39.20164451,-77.25378128
"MCP2432001Q","2025-12-16","Clear",39.04624645,-77.01880006
"MCP2622005G","2025-12-16","Clear",39.10333992,-76.93934776
"MCP30790085","2025-12-16","Clear",39.15087681,-77.28156587
"MCP21070077","2025-12-16","Clear",39.21943833,-77.09840183
"MCP301000CN","2025-12-16","Clear",38.99542593,-77.03856619
"MCP2440002T","2025-12-16","Clear",39.17422294,-77.20367
"MCP30790084","2025-12-16","Clear",39.15094117,-77.28117067
"MCP3275003L","2025-12-16","Clear",39.01188186,-77.00232167
"MCP27380061","2025-12-16","Clear",39.07443857,-76.95518117
"MCP296500C0","2025-12-16","Snow",39.1021115,-76.95580233
"DM8524001H","2025-12-15","Clear",38.98798386,-76.98643039
"MCP32330065","2025-12-15","Clear",39.01966052,-77.01351632
"DD5690000P","2025-12-15","Clear",39.0853429,-77.14829007
"MCP3030008K","2025-12-15","Clear",38.9809422,-77.09844312
"MCP3432002L","2025-12-15","Clear",39.0666212,-77.01981847
"HA25600005","2025-12-15","Clear",39.02435227,-77.09974013
"DD5676001K","2025-12-15","Clear",39.0741523,-77.11320083
"MCP3322004N","2025-12-15","Cloudy",39.04724699,-77.06219964
"MCP3337004L","2025-12-15","Clear",39.05697202,-77.08466471
"MCP3432002K","2025-12-15","Clear",39.054471,-77.05067667
"MCP137801F8","2025-12-15","Cloudy",39.07205107,-77.08053809
"MCP289200JV","2025-12-15","Clear",39.02867799,-77.05738995
"MCP34360026","2025-12-15","Clear",39.0764055,-76.9723745
"EJ78710092","2025-12-15","Clear",39.13882579,-77.19505305
"MCP2753006B","2025-12-15","Cloudy",39.06596655,-77.03772299
"MCP156300C7","2025-12-15","Cloudy",39.04476833,-77.12066467
"MCP284500B6","2025-12-15","Snow",39.09181301,-76.93085153
"DD562000CZ","2025-12-15","Clear",39.09158471,-77.15337232
"EJ7894006F","2025-12-15","Clear",39.11732288,-77.19929312
"MCP21070076","2025-12-15","Cloudy",39.20394381,-77.23942625
"MCP2989003M","2025-12-15","Clear",39.09011176,-77.11517995
"MCP3303002G","2025-12-15","Snow",39.16464882,-77.24894832
"MCP3275003M","2025-12-15","Clear",38.99101069,-77.02672522
"EJ787300BX","2025-12-15","Cloudy",39.13459163,-77.22373663
"MCP28140058","2025-12-15","Clear",39.1308776,-77.20549601
"MCP34560015","2025-12-15","Clear",39.1370711,-77.0688542
"MCP26780069","2025-12-15","Clear",39.05320852,-77.07735408
"MCP26780068","2025-12-15","Clear",39.04134656,-77.04810886
"MCP21070075","2025-12-15","Snow",39.23846233,-77.10491932
"MCP3235002Q","2025-12-14","Clear",39.11174658,-76.929711
"MCP3274002R","2025-12-14","Clear",39.00546331,-77.07253612
"MCP2722005M","2025-12-14","Clear",39.09307533,-77.01664117
"MCP2460002F","2025-12-14","Clear",39.13793696,-77.19401636
"MCP3396002T","2025-12-14","Clear",39.05243552,-77.04994119
